,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
MO,0.9939716106814502,0.9410128704555774,0.9487863525570809,0.9915328950764865,0.9596573328666602,0.9697260445223538,0.9571450664089702,0.9803418202675301,0.9461146399644701,0.988979627943501,0.9355117925017311,0.9755055706552381,0.9889032818985971,0.9846719800298551,0.9841181704210545,0.9905338716782515,0.9923181127840304,0.9616917619213114,0.981172006083463,0.9711980112686669,0.9843025253763809,0.9294881003220997,0.991701919238577,0.9913142617599824,1.0,0.9653810324677452,0.9867652119553725,0.8988544505755046,0.975852502153895,0.9755593637288797,0.9822970963922549,0.9795244118368354,0.9933644545336285,0.8946734688839563,0.9760625331728414,0.9456780429328977,0.9723844849217168,0.9820257444568672,0.9680045930720681,0.9951006372187668,0.9708538153917232,0.9899628549921063,0.93807468894817,0.9690902863411673,0.9745477541721435,0.9767530703122409,0.9792844522448256,0.9755483893000731,0.9938976823507575,0.9385579926272505
MT,0.9737834447708631,0.9826239222223349,0.931199874210562,0.983596511414286,0.942352974743676,0.9748886889152492,0.9014965468326204,0.9615769427275231,0.922849302275877,0.9326881156724317,0.967578601092501,0.983806353886678,0.9396521788555494,0.9424994587204887,0.9829771745407043,0.9828150080958552,0.9745719984393508,0.9909970199034519,0.9605393346088914,0.9645552151953436,0.9477924321447994,0.8277053606285344,0.9595848580959925,0.9821556808139649,0.9653810324677452,1.0,0.974735292747408,0.8362969839643047,0.929868857298881,0.9475659620517567,0.9795754113750164,0.961191907045703,0.9705193028791401,0.9628917060816166,0.907243153962857,0.9729522369729039,0.9905927070461104,0.9740720823674874,0.9217661028813867,0.9761534214796773,0.9923615021100162,0.9821931790613451,0.9677872995965006,0.9895985034656309,0.974321610526463,0.9782123704980549,0.9884571031989405,0.994172804039973,0.9661835044719839,0.9927946277496211
NE,0.9863546290101243,0.9550691921151663,0.9174603730150914,0.9914389400150374,0.9328596575921638,0.9864292613016463,0.911238933495181,0.9533902263366676,0.908498654385955,0.9698207473093667,0.9341259468900486,0.9699149055160111,0.9619083294025481,0.9880020759432664,0.9959215537340502,0.996484720822509,0.9962438703210909,0.9737529037268065,0.9580296578200458,0.9432569230192356,0.9615513065240855,0.9150749970593903,0.974668667874131,0.988204889720685,0.9867652119553725,0.974735292747408,1.0,0.8484136860496209,0.9394498305893684,0.9402634928872254,0.9736944536118839,0.9574723324934367,0.9883802309715366,0.931389093471217,0.9680532501260058,0.965017268684116,0.9745888618815234,0.9696994573467589,0.9244263811683961,0.9879345608409191,0.987835938971099,0.9932274675017317,0.9605101471441991,0.981088622721765,0.9620163590799802,0.959432085006442,0.9755393331771225,0.9861442203460309,0.9846832700183883,0.9527925004512372
NV,0.8761490454422319,0.807796424687322,0.9653840044661195,0.8652393292773463,0.9442735363324289,0.841938263343475,0.8764225433993207,0.8946053704613111,0.9725983088895143,0.9205117384131772,0.8448378121608725,0.9015319079760529,0.9217996964251218,0.8578072785298367,0.840916899162691,0.8533633456232615,0.8541833997847098,0.8276872688439536,0.8764340658902272,0.9122251169280344,0.8824439238909679,0.8850800055084405,0.917355786354785,0.8648359527772781,0.8988544505755046,0.8362969839643047,0.8484136860496209,1.0,0.8969852554382991,0.8966981171208336,0.8723864010457606,0.8696833552190045,0.8670748275440414,0.7254734993696751,0.8778936353926844,0.8051485382391073,0.8838807718909482,0.8622627734506596,0.9199946922581175,0.8794643189320649,0.8154580866416843,0.8612182183596462,0.7956055537405134,0.8529940260821751,0.8501227648495233,0.893028634135879,0.8895566217859704,0.8349768204845646,0.8894133602768252,0.8033200967354364
NH,0.9608354337208191,0.9154844610708737,0.9420812251066213,0.9597137854210346,0.9673743084767032,0.9302962382312348,0.9858761925577644,0.9789542037822363,0.9503266639416934,0.9653284347308915,0.9210419153870933,0.9350427627872396,0.9655718103908081,0.9350421581071482,0.9366068870433715,0.9544774635890455,0.9533581113653764,0.9274620414341498,0.9900152751413229,0.9739861315349446,0.9954547087507125,0.8849144735785429,0.9749593700551825,0.9588138475135038,0.975852502153895,0.929868857298881,0.9394498305893684,0.8969852554382991,1.0,0.9901919387886098,0.9516485168729775,0.987457504810897,0.9612523827373256,0.8629812036456787,0.9287330965087094,0.9076397736526902,0.9310911287098848,0.9706345161725887,0.990873489515637,0.9665269874081739,0.9327299146279666,0.9563536897326284,0.9087342864248575,0.9167992038818189,0.9713809407547642,0.9749585112544294,0.946668143130051,0.936244719079315,0.9571472166903906,0.9044680207731383
NJ,0.9718808815549269,0.9289150491503839,0.947246205679424,0.9683578597530185,0.9662543409977864,0.9208597065431753,0.9890332835142008,0.9955086791708971,0.9544548630821976,0.9555277545469019,0.9449281321142674,0.9532842247300461,0.9739107461331087,0.9359159427521441,0.9436104501916007,0.9556714961590178,0.9584989014565864,0.9384072588314619,0.9943323868022619,0.9919604525059448,0.9858003903745102,0.8622181754386836,0.9704619382174929,0.9685712462205233,0.9755593637288797,0.9475659620517567,0.9402634928872254,0.8966981171208336,0.9901919387886098,1.0,0.9722326852308233,0.9939595563675587,0.9676457673503365,0.8686215184061193,0.9252943426107091,0.9117161204959331,0.94542673852406,0.9860375942352568,0.9935179014793326,0.973329055615156,0.940380341528178,0.9605327456777699,0.9021550106957278,0.9298683136260417,0.9864165881902055,0.9884957022976115,0.9602257728123287,0.9513059158783507,0.9653285380390302,0.9253934690484608
NM,0.9933030891418729,0.9631498170449059,0.9437259579486253,0.9929331094324201,0.9398816082931645,0.9490609801390169,0.9469380772586755,0.983126013993285,0.9347917959125177,0.9584532323698115,0.9524111656798261,0.985014991909524,0.9708373802292511,0.9624589080772269,0.9750533472295942,0.9811776968231304,0.9817327357421003,0.9762869790525216,0.9725934250189932,0.9765932197914979,0.959305109043476,0.8631688954739649,0.9654669183691628,0.9936712731153582,0.9822970963922549,0.9795754113750164,0.9736944536118839,0.8723864010457606,0.9516485168729775,0.9722326852308233,1.0,0.9756002334984943,0.9875017225731513,0.9064314877459877,0.9418710622080444,0.957693487038045,0.9754589902304291,0.9857614239023675,0.9496720955025167,0.9900443227086535,0.9714241824837438,0.9847619859240504,0.9382217717614613,0.977940246533308,0.9801818626680135,0.980174909980547,0.9810762876599877,0.982004826631497,0.9798610252111046,0.9626487301573582
NY,0.9785398380239281,0.9456863926350773,0.9346922309904714,0.9787495524460457,0.9631629339274627,0.9421393304208238,0.9820994274944701,0.9936021085527272,0.9393616441509032,0.9585100736714798,0.9611972037688925,0.957083422468944,0.9663053087320699,0.948803601731089,0.9580893087023467,0.9689325557946925,0.9723581334316834,0.9520688689359812,0.9988952928247113,0.9862482892748634,0.9916454105313229,0.8614774804401714,0.9685604734430643,0.9769131685718195,0.9795244118368354,0.961191907045703,0.9574723324934367,0.8696833552190045,0.987457504810897,0.9939595563675587,0.9756002334984943,1.0,0.9788593926214648,0.9054265822670623,0.9302981109541216,0.929587311247733,0.9535597282168856,0.9943804705586117,0.9839285054875586,0.9820717345760955,0.9625600500655205,0.97617949842115,0.9312576569900187,0.9438912674807404,0.9950673374356417,0.9906582859645456,0.9688509996262697,0.9658430146126781,0.9666860106483707,0.9381645786938491
NC,0.9981755645103096,0.9441675497042089,0.9316983746904625,0.9934357539621229,0.941158871941452,0.9666443225101337,0.9506816208555119,0.9790556362654202,0.9238881654746044,0.981720024672103,0.945000768135938,0.9777307760197507,0.9791809678885705,0.9873100505078098,0.9851832930638249,0.9899375222118635,0.9958188601604466,0.9632600268844816,0.977706571302205,0.9637439910360074,0.9745274560217062,0.9109466144986255,0.9742699190496078,0.9946832581325465,0.9933644545336285,0.9705193028791401,0.9883802309715366,0.8670748275440414,0.9612523827373256,0.9676457673503365,0.9875017225731513,0.9788593926214648,1.0,0.9074286256279716,0.9715912912377799,0.9455301348989781,0.9733390693182943,0.9866698550284019,0.9525489357551451,0.9984753527112888,0.9778063506729017,0.996137277317323,0.9427257487790018,0.97685863917271,0.978321831600344,0.9721488634782799,0.9817428843709692,0.980344849079978,0.9880664419890245,0.9420553896069915
ND,0.9022431595926287,0.9633461344464638,0.8526273956824427,0.9288969123049107,0.8884235644410983,0.9541384112118838,0.8177844373033736,0.8843045554237622,0.8404066460970051,0.8560904741371645,0.9442514923103122,0.9164661342534135,0.8371519355342961,0.8772901770608262,0.9349387018822117,0.9358487073812676,0.9201265788063743,0.958754306872752,0.903824570680629,0.8910143405766658,0.8954073681798012,0.73629276434296,0.886511839847677,0.9195958845167511,0.8946734688839563,0.9628917060816166,0.931389093471217,0.7254734993696751,0.8629812036456787,0.8686215184061193,0.9064314877459877,0.9054265822670623,0.9074286256279716,1.0,0.8206408624864301,0.952611246299061,0.9376428809464072,0.9175025357239227,0.8381231465252711,0.9117434756421278,0.9701186967931918,0.9369976001772898,0.9761376723200007,0.9441246681739258,0.9249063726735904,0.9230863673781726,0.9334907355069084,0.9552969471528131,0.8834126691303813,0.9645852173736801
OH,0.9694695080051783,0.8657162063279912,0.8962434676878536,0.9567383023374125,0.90593268353805,0.9320848624095669,0.9185066894531576,0.9364283634252811,0.8924249350735992,0.9792864537141522,0.8750999920404056,0.9344441784273413,0.9782637045013157,0.9928364254122717,0.9599307887487445,0.9581079587251587,0.9740377814876882,0.8983987938571775,0.9327798393117849,0.914818592792498,0.942576558420432,0.9757795939629629,0.9598880881247895,0.9563186656205053,0.9760625331728414,0.907243153962857,0.9680532501260058,0.8778936353926844,0.9287330965087094,0.9252943426107091,0.9418710622080444,0.9302981109541216,0.9715912912377799,0.8206408624864301,1.0,0.8831444595410333,0.9275810821593914,0.9408631730313455,0.9266066584802132,0.9661579134692648,0.9262311762314256,0.9595885994613674,0.8737255036658784,0.9292228976706579,0.9232258813826939,0.9184412470981395,0.9351996650813841,0.9329091002657928,0.9776992927031387,0.8632658104401497
OK,0.9481767091059158,0.9888696824124484,0.9056452838280764,0.9698255694299771,0.9125197965805396,0.9686586873448149,0.8697785525530177,0.9215939144579871,0.8916746199418678,0.9143709155737444,0.9250919952725528,0.9498416896036921,0.9007376106686833,0.9200900329140776,0.9606991793109932,0.973227801169755,0.9525629646905964,0.9935436379260473,0.9280124411003108,0.9248494485886757,0.9260471861833387,0.8056224428430543,0.9403467474422151,0.9641708426044356,0.9456780429328977,0.9729522369729039,0.965017268684116,0.8051485382391073,0.9076397736526902,0.9117161204959331,0.957693487038045,0.929587311247733,0.9455301348989781,0.952611246299061,0.8831444595410333,1.0,0.9546275387591328,0.9391503033133451,0.8817185552679132,0.9536705052432948,0.9716194092373595,0.9609150039743715,0.9846382897677338,0.9655465627938431,0.9399025260787651,0.9453744294107995,0.9528580548258877,0.969663018855748,0.9344821950071239,0.9779747955245626
OR,0.976141570477501,0.9607148949485963,0.9564352819615008,0.9783980448030117,0.9578031919283486,0.9765760746864436,0.899213742585321,0.9612828858364323,0.9486061224478538,0.9542245421768542,0.9613509251058924,0.9949188548178336,0.9568316315322034,0.9522170413186177,0.9811560648256277,0.9794198589982853,0.9744609488085597,0.9765908278089802,0.9552179514105307,0.9657038266728695,0.9461890444309328,0.8684425324287325,0.9705222233155969,0.9794890946999051,0.9723844849217168,0.9905927070461104,0.9745888618815234,0.8838807718909482,0.9310911287098848,0.94542673852406,0.9754589902304291,0.9535597282168856,0.9733390693182943,0.9376428809464072,0.9275810821593914,0.9546275387591328,1.0,0.9671048637843184,0.9290749310065273,0.9791767157430709,0.9815394927685857,0.9825537281773518,0.9534489919967094,0.9932322978357938,0.9622515838761488,0.9744555322148335,0.9965248254507346,0.9846075560523252,0.9747661139870557,0.9749892505133837
PA,0.9875613686607848,0.9522229971915197,0.9305326792499881,0.9869413802195555,0.9567251164979061,0.9483867742278369,0.968482053652219,0.9941152217211591,0.9314587934450587,0.9570890865671996,0.9731082495575596,0.9703872591481832,0.9705605210780385,0.9625302224709354,0.9726719824109551,0.9771849848137691,0.9832685071896101,0.9620550867928628,0.9932754090907912,0.9857273576931332,0.9796015735765129,0.8647461339900259,0.9665553096472026,0.9847416927294231,0.9820257444568672,0.9740720823674874,0.9696994573467589,0.8622627734506596,0.9706345161725887,0.9860375942352568,0.9857614239023675,0.9943804705586117,0.9866698550284019,0.9175025357239227,0.9408631730313455,0.9391503033133451,0.9671048637843184,1.0,0.9720092511928446,0.9885706953016776,0.9740662384137584,0.9847292588371515,0.9361010820592354,0.9601653240002395,0.9979394897203967,0.9910106258252838,0.9798786826686073,0.9804340268876215,0.975467609367321,0.9520148142862843
RI,0.9554949044840965,0.8974435054111473,0.9463042395493075,0.9495970233832353,0.9728540413924844,0.9069344543327027,0.987565991654773,0.9858942329979156,0.9605331282212497,0.9562393663922847,0.9311022568539723,0.9365119975188648,0.972981012557459,0.927966353265968,0.9257684763628129,0.9380035724261713,0.9439238241447518,0.9094272188061562,0.9870999467676411,0.9839415668435486,0.9832845552713827,0.8813072488904623,0.9681978148371516,0.9479462557710789,0.9680045930720681,0.9217661028813867,0.9244263811683961,0.9199946922581175,0.990873489515637,0.9935179014793326,0.9496720955025167,0.9839285054875586,0.9525489357551451,0.8381231465252711,0.9266066584802132,0.8817185552679132,0.9290749310065273,0.9720092511928446,1.0,0.9587535999785445,0.917107673518094,0.9440907114419758,0.8778969432764202,0.9056428280407478,0.9708736798984392,0.9769856129291209,0.9461372677874355,0.9282485796401592,0.9559147180836424,0.8929653281655563
SC,0.9980666075462064,0.9531376987564392,0.9439636971039432,0.9949708216804083,0.9529659717360596,0.9704928698721359,0.9526888456898985,0.9835867527110105,0.9376579874357204,0.9825094318217925,0.9507454893542067,0.9830363598475231,0.9813230590743648,0.9822503459796408,0.9858535299130284,0.991965900699841,0.994481054432323,0.9707889290769224,0.9815900790504566,0.972414287373532,0.9778780114589424,0.906036690481904,0.981105865925203,0.9961794585494596,0.9951006372187668,0.9761534214796773,0.9879345608409191,0.8794643189320649,0.9665269874081739,0.973329055615156,0.9900443227086535,0.9820717345760955,0.9984753527112888,0.9117434756421278,0.9661579134692648,0.9536705052432948,0.9791767157430709,0.9885706953016776,0.9587535999785445,1.0,0.9793331811170912,0.996019903095142,0.9486734183148371,0.9794639684342337,0.9817146929879962,0.9796973935984093,0.9873280105293728,0.9831366267693059,0.9894798162863728,0.9515116776099592
SD,0.9758441513725634,0.975483096702299,0.9106633055385523,0.9865816660932589,0.9336463937282604,0.9863942646205983,0.9016209075887632,0.9542520506598715,0.9023026799167664,0.9417913856088984,0.9600107415462953,0.9711186850884995,0.937964403100483,0.9605647094927376,0.9910032051224724,0.9901144165113228,0.9856446298122251,0.9851372540265719,0.9618167967836684,0.9497468909427231,0.9569511068873336,0.8541624412481877,0.960116926993249,0.9832125607557091,0.9708538153917232,0.9923615021100162,0.987835938971099,0.8154580866416843,0.9327299146279666,0.940380341528178,0.9714241824837438,0.9625600500655205,0.9778063506729017,0.9701186967931918,0.9262311762314256,0.9716194092373595,0.9815394927685857,0.9740662384137584,0.917107673518094,0.9793331811170912,1.0,0.9894976469556934,0.97551267123792,0.9853999481838221,0.9732269925807598,0.9696516144175535,0.9811944265612256,0.9943879430337846,0.9685133052932884,0.9789286302555228
TN,0.9934629415844706,0.9597091219475725,0.9351307188803188,0.9949574970105187,0.947975839080068,0.9816557797368697,0.9360755543974951,0.9723228665103584,0.9262702463438782,0.975366539498248,0.955465618450237,0.9813481835814484,0.9670580543940971,0.9821064221530696,0.9902355737372729,0.9947751325521873,0.9957332543694236,0.9760833820048547,0.975585515422716,0.9623746161163744,0.9733412949704684,0.8984991218195207,0.9742792142668238,0.9938771494215761,0.9899628549921063,0.9821931790613451,0.9932274675017317,0.8612182183596462,0.9563536897326284,0.9605327456777699,0.9847619859240504,0.97617949842115,0.996137277317323,0.9369976001772898,0.9595885994613674,0.9609150039743715,0.9825537281773518,0.9847292588371515,0.9440907114419758,0.996019903095142,0.9894976469556934,1.0,0.9638220720983735,0.9865269768629534,0.9785943507330769,0.9755438754275363,0.9874017245470605,0.9885599352637235,0.9830675070653325,0.9584230451419846
TX,0.9372607141553703,0.9777069202108978,0.8997247696666089,0.9587675585689903,0.9206629191767809,0.9794102396298607,0.8634626910597469,0.9124733722712847,0.8872089647639224,0.9171413801492075,0.9398264118147346,0.9431858027310651,0.8837545988531725,0.9153035452709652,0.952292648711545,0.9660684255006192,0.9474968420715947,0.9799074751686673,0.9294489179981887,0.9140649499619773,0.9324468773508934,0.8042009113013192,0.9300902596507822,0.9515357933349257,0.93807468894817,0.9677872995965006,0.9605101471441991,0.7956055537405134,0.9087342864248575,0.9021550106957278,0.9382217717614613,0.9312576569900187,0.9427257487790018,0.9761376723200007,0.8737255036658784,0.9846382897677338,0.9534489919967094,0.9361010820592354,0.8778969432764202,0.9486734183148371,0.97551267123792,0.9638220720983735,1.0,0.9624244715591898,0.9373285544354005,0.9407530364558572,0.9549187662315368,0.9619987585365521,0.9179565803162152,0.9643243137792997
UT,0.9783651407556191,0.9649369032481284,0.938863840310919,0.9823438725498922,0.9318001950705942,0.9789472310507549,0.8864292959104113,0.9480273326655838,0.922215170175991,0.9516208697556464,0.9468113766281009,0.9904161975880021,0.945360212474469,0.9579787387962203,0.983552067387359,0.9835520579247596,0.9776333265145825,0.9818452289851449,0.9432170694576055,0.9467979106328173,0.9362273476000257,0.8646666295437262,0.9591410292351594,0.9837830564498036,0.9690902863411673,0.9895985034656309,0.981088622721765,0.8529940260821751,0.9167992038818189,0.9298683136260417,0.977940246533308,0.9438912674807404,0.97685863917271,0.9441246681739258,0.9292228976706579,0.9655465627938431,0.9932322978357938,0.9601653240002395,0.9056428280407478,0.9794639684342337,0.9853999481838221,0.9865269768629534,0.9624244715591898,1.0,0.9538354775424266,0.9603430653873384,0.9882608498172607,0.9861797392944716,0.9698182024483779,0.9748270244186699
VT,0.9793845581933535,0.9568517042517016,0.9263123690211998,0.9822305098160815,0.9567566052500922,0.945074773460351,0.9671166276473059,0.9920554083955847,0.9286254251318179,0.9446247714022347,0.9741730851855932,0.9629893606151486,0.9598522377127994,0.948759603169729,0.9671464912030059,0.9725711177782687,0.9759063830625471,0.9632316127903745,0.9943437475489131,0.9864846511364842,0.9796006396423673,0.8434343745842625,0.9620590543365876,0.9796557327622544,0.9745477541721435,0.974321610526463,0.9620163590799802,0.8501227648495233,0.9713809407547642,0.9864165881902055,0.9801818626680135,0.9950673374356417,0.978321831600344,0.9249063726735904,0.9232258813826939,0.9399025260787651,0.9622515838761488,0.9979394897203967,0.9708736798984392,0.9817146929879962,0.9732269925807598,0.9785943507330769,0.9373285544354005,0.9538354775424266,1.0,0.9930127092290106,0.9748277261220573,0.978752743292041,0.9668780228931745,0.9568791796302447
VA,0.9760713458221841,0.9632358814917156,0.9595715792416672,0.9805539989672063,0.9795589721811572,0.9516745931957051,0.960681782525597,0.9920148169546761,0.9625106425224561,0.9513365878974273,0.9752412728999712,0.9750697519423249,0.9647125010551881,0.9404955632876117,0.9645890128090788,0.9715462512476318,0.9693892574625821,0.9686543400881519,0.9913537568776318,0.9964415315810563,0.9797272208117063,0.8504647577460425,0.9749120228113857,0.9781694326022552,0.9767530703122409,0.9782123704980549,0.959432085006442,0.893028634135879,0.9749585112544294,0.9884957022976115,0.980174909980547,0.9906582859645456,0.9721488634782799,0.9230863673781726,0.9184412470981395,0.9453744294107995,0.9744555322148335,0.9910106258252838,0.9769856129291209,0.9796973935984093,0.9696516144175535,0.9755438754275363,0.9407530364558572,0.9603430653873384,0.9930127092290106,1.0,0.98284342089578,0.9768616200494422,0.9690631820123994,0.9636268132208056
WA,0.9831812262037993,0.9597415472413934,0.9581934214040194,0.9828506935996074,0.9665010722127745,0.9734151484097765,0.9225809193809423,0.9752056597344063,0.9529765452735155,0.9635957575351101,0.9722167781030605,0.9949722238881138,0.9655985799808888,0.958241186579055,0.9800121601404528,0.981252022748462,0.9793537367658892,0.9747450547575823,0.9697581866828909,0.9758264012654374,0.9595168667330334,0.8731322521496274,0.9736846542653754,0.9836361327024177,0.9792844522448256,0.9884571031989405,0.9755393331771225,0.8895566217859704,0.946668143130051,0.9602257728123287,0.9810762876599877,0.9688509996262697,0.9817428843709692,0.9334907355069084,0.9351996650813841,0.9528580548258877,0.9965248254507346,0.9798786826686073,0.9461372677874355,0.9873280105293728,0.9811944265612256,0.9874017245470605,0.9549187662315368,0.9882608498172607,0.9748277261220573,0.98284342089578,1.0,0.9845289714696114,0.977305814652447,0.9696786128120427
WV,0.98263253759991,0.9734790141266365,0.9224566837771898,0.990988327787768,0.9387068570977496,0.9759005874787688,0.9135909233259041,0.9653688971578906,0.9138353004690762,0.9434235089473116,0.9618228962668133,0.9785413344246229,0.9517626820903735,0.9637392342299654,0.9923342368164066,0.9903516207394624,0.9871269177795835,0.9866617167939241,0.966016088226229,0.9625764029316211,0.9556258918542968,0.8583825940722668,0.9650856299182302,0.9883975084322608,0.9755483893000731,0.994172804039973,0.9861442203460309,0.8349768204845646,0.936244719079315,0.9513059158783507,0.982004826631497,0.9658430146126781,0.980344849079978,0.9552969471528131,0.9329091002657928,0.969663018855748,0.9846075560523252,0.9804340268876215,0.9282485796401592,0.9831366267693059,0.9943879430337846,0.9885599352637235,0.9619987585365521,0.9861797392944716,0.978752743292041,0.9768616200494422,0.9845289714696114,1.0,0.9767257155272121,0.9819002625465364
WI,0.9914192420995164,0.9325966830689926,0.9369427826856197,0.9865969458284242,0.9455204585839925,0.9629318108870925,0.9386495947528641,0.9743627482585832,0.9352921553220624,0.9776901470580769,0.9267500382694522,0.9757074416479836,0.9914339463983055,0.9848519321998488,0.988380286049032,0.9864005054619539,0.9911296134188805,0.9556465712830706,0.9688836766663639,0.9654914590431687,0.9681976091845766,0.9296404174651154,0.9882111994257732,0.9881294076207591,0.9938976823507575,0.9661835044719839,0.9846832700183883,0.8894133602768252,0.9571472166903906,0.9653285380390302,0.9798610252111046,0.9666860106483707,0.9880664419890245,0.8834126691303813,0.9776992927031387,0.9344821950071239,0.9747661139870557,0.975467609367321,0.9559147180836424,0.9894798162863728,0.9685133052932884,0.9830675070653325,0.9179565803162152,0.9698182024483779,0.9668780228931745,0.9690631820123994,0.977305814652447,0.9767257155272121,1.0,0.9396106180474136
WY,0.9481713036373842,0.9877522411612931,0.9129760544607955,0.965283007839382,0.9226893069220616,0.9589215098586845,0.8710072573311497,0.9385834181665177,0.9030936137286255,0.8956989624352005,0.9527405141975279,0.965250155167388,0.9064021452931498,0.906240298334583,0.964332542314294,0.9656790873757386,0.9489216035505227,0.9917108926456901,0.9377903677606891,0.948157337348434,0.9216805970499028,0.7744341415082491,0.9381904777204484,0.963445152092412,0.9385579926272505,0.9927946277496211,0.9527925004512372,0.8033200967354364,0.9044680207731383,0.9253934690484608,0.9626487301573582,0.9381645786938491,0.9420553896069915,0.9645852173736801,0.8632658104401497,0.9779747955245626,0.9749892505133837,0.9520148142862843,0.8929653281655563,0.9515116776099592,0.9789286302555228,0.9584230451419846,0.9643243137792997,0.9748270244186699,0.9568791796302447,0.9636268132208056,0.9696786128120427,0.9819002625465364,0.9396106180474136,1.0
